content	label
Hello! What can you tell me about the Shiraz restaurant?	not
I need an expensive place to dine in the center of town.	area
I am looking for a place to stay. The hotel should be in the moderate price range	not
I am looking for a cheap restaurant.	not
I'm looking for a restaurant in the center of town that serves food from the americas.	area
I am looking for a place to stay in the east.	area
Hey, are there any expensive restaurants in the centre?	area
Can you recommend me a moderately priced restaurant in the north part of town ?	area
I'm looking for information on la tasca.	not
Hello, I'm in the west and I am looking for a restaurant in the moderate price range. Can you please help me?	area
Can you find me a place to say in the centre that includes free wifi?	area
Could you please find me a 4 star guesthouse	not
I need a cheap place to stay please.	not
What is a cheap restaurant in the south part of town?	area
Please recommend me an expensive restaurant that serves afghan food.	not
I'm looking for a restaurant that serves venetian food.	not
I am looking for an Italian restaurant in the centre of town, could you provide me with some options to choose from please?	area
I am looking for a guesthouse please.	not
Bonjour, I need a 4 star hotel with free internet, please.	not
I'm looking for a restaurant called the gandhi.	not
I want a cheap Italian restaurant in the south side of town.	area
I would like a moderately priced restaurant in the east part of town	area
Could you give me some information on a hotel named el shaddai?	not
Where can I find malaysian food? I prefer an expensive restaurant please	not
I'm looking for a restaurant called restaurant two two?	not
Could you find me a room at a four star hotel that is kind of cheap?	not
I am looking for a restaurant in the Centre.	area
Hi I need to find a place to dine serving Vietnamese food in the cheap price range.	not
Can you help me find a moderately priced restaurant in the center of town?	area
Yes I am looking for a hotel that includes free wifi and has a three star rating please.	not
I am looking for a moderately priced chinese restaurant.	not
i am looking for a place to stay. The hotel should have a star of 4 and should be in the cheap price range.	not
i am looking for a particular hotel. Its name is called aylesbray lodge guest house.	not
Hello, I am looking for a cheap restaurant on the south side of town.	area
Hello, I am looking for a moderately priced restaurant that serves basque food.	not
I am looking for a place to stay.	not
Hi, I'm looking for an expensive restaurant.	not
I want to find an expensive hotel with a star of 4.	not
Hi! Can you help me find a hotel somewhere on the west side of town please?	area
I'm looking for a chinese restaurant in the south part of town.	area
I want to find a restaurant in any part of town and serves malaysian food.	area
I am looking to find an expensive restaurant in the north area of town.	area
I am looking for a place to stay with free wifi.	not
I need a room.	not
I'm looking to find lodging in a hotel in the expensive price range	not
I'm looking for a hotel named Worth House	not
I'm looking for someplace to get British cuisine in the center of town.	area
I want to find a guesthouse place to stay with a 3 star rating.	not
Hi. This might be a long shot, but can you help me find a restaurant that serves Swedish food? I don't care about price.	not
I'm looking for a place to stay in the centre. It doesn't need to include internet.	area
I am visiting Cambridge and need a place to stay in the moderate range that has free internet.	not
Hello, I'm looking for a hotel that is cheap. It doesn't need to have free parking.	not
I am looking for a cheap place to stay in the east part of town.	area
Yes, I am looking for a cheap restaurant in the south. Can you tell me what you have?	area
I am looking for information on a restaurant called saigon city?	not
Please suggest to me a 4 star motel in Cambridge that offer free wifi.	not
I am looking for a restaurant in the centre of town.	area
Hello, can you give me information about Express by Holiday Inn Cambridge, please?	not
I'm looking for a place to stay in west Cambridge.	area
Does Cambridge have an establishment called the Shanghai Family Restaurant?	not
I am looking for a danish restaurant in the south part of town.	area
How much for a room in a hotel in the city center?	area
Can you help me find a place to stay that is moderately priced and includes free parking?	not
I'm looking for a particular restaurant called the cow pizza kitchen and bar. What do you know about it?	not
Hi, I'm looking for the Bridge Guest House. Can you give the information about it please?	not
